rate,votes,location,rest_type,dish_liked,cuisines
4.4/5,1562,Koramangala 5th Block,Microbrewery Casual Dining,Cocktails Apple Cider Craft Beer Burgers Stout Seafood Salad Sabudana Vada,Modern Indian European Asian
4.5/5,3912,Koramangala 5th Block,Pub Casual Dining,Thai Crispy Chicken Mojito Watermelon Martini Chicken Biryani Beef Fry Cocktails Calamari,Finger Food Continental North Indian
4.4/5,2355,Koramangala 7th Block,Casual Dining Bar,Nachos Cocktails Nasi Goreng Chicken Tikka Pav Bhaji Fondue Tiramisu Samosa,Modern Indian
4.5/5,3161,Koramangala 5th Block,Casual Dining Bar,Egg Chilli Butter Naan Watermelon Juice Chocolate Halwa Fry Prawns Mocktails Salads,North Indian Chinese Continental Thai Salad
4.2/5,1750,Koramangala 5th Block,Casual Dining,Barbecue Chicken Wings Chilli Paneer Cocktails Chicken Steak Sangria Pizza Spicy Chicken,Continental Asian American North Indian Desserts
4.6/5,2579,Koramangala 5th Block,Bar Casual Dining,Cocktails Bruschettas Peppy Paneer Pizza Beer Caramel Custard Peri Peri Wings Wood Fire Pizza,Continental North Indian Chinese American
4.2/5,2368,Koramangala 5th Block,Pub,Pasta Biryani Cocktails Mocktails Pizza Nachos Blueberry Cheesecake,Finger Food Continental Asian North Indian
4.2/5,147,Koramangala 5th Block,Casual Dining,Ulavacharu Biryani Bangla Kodi Rajugari Kodi Pulao Curd Rice Gadwal Kodi Pulao Fish,Andhra North Indian Chinese
4.5/5,3467,Koramangala 5th Block,Casual Dining,Jeera Rice Mutton Chops Chicken Salad Vegetable Biryani Zafrani Mutton Biryani Mutton Seekh Mutton Roganjosh,North Indian Mughlai Salad
4.6/5,6371,Koramangala 7th Block,Bar Casual Dining,Caramel Pudding Cocktails Pizza Mocktails Bbq Chicken Veg Starter Sea Food,Mediterranean Pizza Continental Seafood Salad
4.5/5,3950,Koramangala 5th Block,Casual Dining Microbrewery,Beef Chilli Salad Cocktails Pizza Craft Beer Mango Cider Potato Wedges,Continental Mediterranean North Indian Chinese Finger Food
4.4/5,1557,Koramangala 5th Block,Casual Dining,Mutton Biryani Nalli Nihari Patthar Ka Gosht Phirni Fry Prawns Lamb Chops Paya Soup,Mughlai Biryani
4.7/5,3214,Koramangala 5th Block,Cafe Casual Dining,Pasta Mezze Platter Momos Pizza Waffles Chocolate Milkshake Pancakes,Chinese American Continental Italian North Indian
4.5/5,3843,Koramangala 5th Block,Cafe,Coffee Chocolate Mocha Hot Chocolate Chocolate Cake Sandwiches Pizza Bannoffee Pie,Cafe Italian Fast Food
4.7/5,4441,Koramangala 5th Block,Bar,Cocktails Chaap Tandoori Chicken Mocktails Beer Ghee Roast Mutton Martini,Continental Asian North Indian
4.4/5,374,Koramangala 3rd Block,Cafe Lounge,Cocktails Fish Momos Mocktails Burgers Pizza Chicken Lollipop,Cafe American Asian North Indian
4.9/5,2227,Koramangala 5th Block,Casual Dining Bar,Chicken Dim Sum Pad Thai Noodle Jumbo Prawns Cocktails Prawn Sushi Treasure Soup Chocolate Roll,Asian Chinese Thai Momos
4.7/5,3625,Koramangala 1st Block,Casual Dining,Cocktails Mutton Seekh Tangdi Chicken Mango Ice Cream Biryani Malai Kulfi Fish,North Indian European Mediterranean BBQ Kebab
4.7/5,4857,Koramangala 5th Block,Casual Dining,Pasta Tiramisu Wine Barbeque Chicken Pizza Salads Brownie Chocolate Bruschettas,Italian
4.3/5,114,Koramangala 5th Block,Lounge,Cocktails Veg Burger Tikka Beer Pizza Burgers Spaghetti Aglio Olio,Pizza Continental North Indian Asian
4.5/5,1888,Koramangala 1st Block,Casual Dining Bar,Kadhai Murgh Coffee Toffee Pasta Tandoori Chicken Dum Aloo Tandoori Pomfret Butter Chicken,North Indian South Indian Chinese Continental Mangalorean
4.6/5,4986,Koramangala 5th Block,Casual Dining Pub,Cocktails Craft Beer Salads Devils Chicken Sea Food Mocktails Wedges,European Continental
4.4/5,7232,Koramangala 5th Block,Casual Dining,Chicken Boneless Biryani Egg Curry Andhra Biryani Hyderabadi Biryani Paneer Biryani Buttermilk Sea Food,Biryani Seafood Andhra North Indian
4.1/5,2732,Koramangala 5th Block,Cafe,Margarita Pasta Mocktails Lemonade Bruschettas Salads Spaghetti,Cafe Continental European Juices
4.3/5,3458,Koramangala 7th Block,Casual Dining,Chaach Bhindi Anardana Thandai Jal-jeera Lunch Thali Sweet Lassi Crispy Babycorn,North Indian
4.4/5,460,Koramangala 7th Block,Casual Dining Bar,Chicken Shorba Paneer Tikka Masala Cocktails Jumbo Prawns Beer Butter Naan Paan Shot,North Indian
4.5/5,1991,Koramangala 5th Block,Microbrewery Casual Dining,Beer Onion Pakoda Long Island Iced Tea Peri Peri Chicken Cocktails Veg Platter Stout,Continental American Italian Modern Indian Pizza Burger
4.2/5,2620,Koramangala 5th Block,Casual Dining,Coconut Payassam Seafood Soup Fish Filter Kaapi Tender Coconut Payasam Mutton Curry Mysore Masala Dosa,Chettinad Andhra Kerala
4.1/5,786,Koramangala 3rd Block,Casual Dining,Butter Naan Mocktails Cocktails Sunday Brunch Waffles Gulab Jamun Veg Platter,North Indian Mughlai
4.0/5,2158,Koramangala 5th Block,Lounge,Beer Jalapeno Cheeseballs Peri Peri Chicken Burger Burgers Nachos Barbecue Chicken Wings Cheesy Fries,Continental American Chinese BBQ Salad
4.1/5,1250,Koramangala 5th Block,Casual Dining,Butter Chicken Kadhai Murgh Rajma Chawal Kadhai Paneer Makke Ki Roti Sweet Lassi Dal Makhani,North Indian
4.5/5,718,Koramangala 7th Block,Casual Dining,Pizza Pasta Cocktails Spinach Ravioli Tiramisu Panna Cotta Wine,Italian Salad
4.3/5,2571,Koramangala 5th Block,Bar,Biryani Cocktails Pasta Peri Peri Chicken Mocktails Paneer Tikka Masala Pizza,Continental Finger Food North Indian Chinese
4.3/5,2304,Koramangala 5th Block,Casual Dining,Andhra Meal Chicken Pepper Dry Andhra Thali Chicken Biryani Murgh Ghee Roast Ghee Rice Hyderabadi Biryani,Andhra North Indian Biryani
4.4/5,362,Koramangala 6th Block,Cafe,Tomato Soup Brownie Shake Pizza Salad Fries Chicken Bbq Wings Pasta,Cafe North Indian Pizza Sandwich Salad
4.5/5,569,Koramangala 6th Block,Bar,Cocktails Long Island Iced Tea Draught Beer Masala Peanuts Pizza Mocktails Chicken Tikka,Finger Food North Indian Continental
4.3/5,549,Koramangala 5th Block,Casual Dining Pub,Sea Food Burgers Onion Rings Non Veg Thali Craft Beer Roti Pizza,North Indian Chinese Pizza
4.4/5,3674,Koramangala 5th Block,Casual Dining,Noodles Rice Paper Rolls Prawn Dumplings Vegetable Dimsums Prawn Dim Sums Rendang Chicken Pad Thai,Chinese Thai Asian Malaysian Vietnamese Sri Lankan Burmese
4.0/5,74,Koramangala 8th Block,Cafe,Coffee Potato Wedges,Cafe Coffee
4.4/5,174,Koramangala 5th Block,Cafe Dessert Parlor,Tea Chocolate Bomb Waffles Peri Chicken Fries Pasta Alfredo Mocktails,Cafe Italian Desserts
4.5/5,685,Koramangala 5th Block,Casual Dining,Noodles Manchow Soup Sake Veg Sushi Virgin Pinacolada Tempura Prawns Sea Food,Chinese Sushi Asian Thai
4.3/5,1550,Koramangala 1st Block,Pub,Tandoori Chicken Cocktails Noodles Paneer Tikka Beer Nachos Pasta,Finger Food North Indian
4.2/5,1367,Koramangala 7th Block,Casual Dining Bar,Cocktails Beer Onion Rings Burgers Margherita Pizza Mocktails Veg Nachos,Asian American Mexican
4.3/5,2871,Koramangala 5th Block,Cafe,Burgers Waffles Pancakes Chicken Lasagne English Breakfast Sandwiches Pasta,Cafe American Burger Sandwich Beverages
4.4/5,520,Koramangala 6th Block,Casual Dining,Mysore Pak Cocktails Burgers Pork Ribs Fish Mocktails Beer,American European
3.8/5,1161,Koramangala 5th Block,Casual Dining,Bamboo Chicken Pot Biryani Brain Fry Hyderabadi Biryani Brinjal Curry Jowar Roti Mutton Curry,Andhra Biryani North Indian Chinese
3.7/5,4650,Koramangala 6th Block,Lounge Microbrewery,Tandoori Chicken Fish Chilli Cocktails Pizza Craft Beer Chaat Long Island Iced Tea,North Indian Continental Chinese
4.4/5,1854,Koramangala 6th Block,Casual Dining,Noodles Veg Momos Chicken Soup Chicken Dumplings Meishan Tofu Sea Food Mocktails,Chinese
4.4/5,679,Koramangala 7th Block,Casual Dining,Dahi Kebab Lamb Mocktails Lassi Vegetable Biryani Galauti Kebab Mutton Biryani,North Indian Mughlai Biryani
4.1/5,1853,Koramangala 1st Block,Cafe,Burgers Coffee Cappuccino Barbeque Burger Sandwiches Spinach Pasta Sandwich,Cafe American Italian Burger
4.3/5,1805,Koramangala 5th Block,Casual Dining Cafe,Lasagne Tiramisu Chicken Popcorn Mocktails Club Chicken Sandwich Nachos Pasta,Continental Cafe Italian Fast Food Steak
4.1/5,6937,Koramangala 5th Block,Casual Dining,Brain Fry Non Veg Thali Peri Peri Chicken Egg Biryani Fruit Salad Lassi Jumbo Shawarma,North Indian Mughlai South Indian Chinese
4.5/5,733,Koramangala 5th Block,Casual Dining,Tacos Churros Nachos Salad Enchiladas Burrito Bowl Hot Chocolate,Mexican
4.1/5,3006,Koramangala 1st Block,Cafe,Burgers Fries Pasta Pork Chops Chocolate Milkshake Sandwiches Waffles,Cafe Burger Italian Salad
4.1/5,439,Koramangala 5th Block,Casual Dining,Dragon Chicken Butter Chicken Rolls Mutton Biryani Raita Panneer Butter Masala Tandoori Chicken,North Indian Chinese Biryani
4.2/5,2714,Koramangala 3rd Block,Cafe,Coffee Pasta Salads Tiramisu Pizza Waffles Pancakes,Cafe Continental Italian
4.1/5,1794,Koramangala 5th Block,Casual Dining,Sandwiches Salads Lamb Ice Tea Chicken Salad Steak Chicken Shashlik,American Continental Fast Food Steak
4.4/5,949,Koramangala 5th Block,Cafe,Beef Steak Custard Burgers Beef Stroganoff Salad Sandwich Sandwiches,Cafe European Continental
4.0/5,576,Koramangala 1st Block,Casual Dining,Fish Kosha Mangsho Chicken Curry Luchi Chingri Malaikari Biryani Bhetki Fry,Bengali Seafood
4.1/5,1697,Koramangala 5th Block,Casual Dining,Mutton Kalmi Chicken Biryani Dahi Ke Kebab Lassi Tomato Soup Ganna Chicken Soya Chaap,North Indian Chinese
4.4/5,386,Koramangala 5th Block,Casual Dining Bar,Pizza Pita Bread Beer Cocktail Baklava Shrimp Soup Pasta Babaganush,Mediterranean Pizza Italian Beverages
4.2/5,494,Koramangala 5th Block,Cafe,Mocktails Salad Coffee Pizza Meat Balls Hot Chocolate Pasta,Cafe Continental Beverages
4.2/5,534,Koramangala 5th Block,Casual Dining,Momo Platter Thali Noodles Chicken Sekuwa Chicken Thukpa Jhol Momos Veg Momos,Chinese Singaporean Thai Asian Nepalese Momos
4.1/5,1788,Koramangala 5th Block,Pub,Cocktails Chicken Nachos Pizza Peri Peri Fries Hush Puppies Beer Tiramisu,Finger Food Asian European Italian
4.3/5,1470,Koramangala 5th Block,Cafe,Butter Chicken Pizza Lamb Burger Chicken Bao Vegetable Moussaka Peri Chicken Pasta Pink Lemonade,Cafe Continental Italian Burger
4.3/5,340,Koramangala 5th Block,Casual Dining,Noodles Momos Ramen Soup Bubble Tea Noodle Onion Rings Veg Dim Sums,Chinese Indonesian Japanese Malaysian Thai Vietnamese Momos
4.5/5,208,Koramangala 5th Block,Cafe,Salad Salads Peri Peri Chicken Broccoli Soup Burgers Steak Clear Soup,Cafe Salad
4.5/5,548,Koramangala 5th Block,Cafe,Salads Healthy Breakfast Quinoa Salad Frittata Pancakes Smoothie Chocolate Wheat Roll,Cafe Continental Mediterranean Beverages
4.4/5,192,Koramangala 3rd Block,Cafe,Pizza Healthy Breakfast Salads Frittata Salad Carrot Halwa Potato Fries,Cafe
4.2/5,822,Koramangala 6th Block,Casual Dining,Matka Lassi Paneer Tikka Chole Shikanji Onion Kulcha Malai Chaap Soya Chaap,North Indian
4.1/5,1567,Koramangala 5th Block,Casual Dining,Mutton Mandi Laccha Paratha Chicken Curry Tawa Chicken Rabri Raan Biryani,Arabian North Indian Beverages
4.1/5,2449,Koramangala 6th Block,Cafe,Burgers Cheese Burger Mojito Peri Peri Fries Apple Pie Tea Peri Peri Chicken Wings,Cafe Burger Fast Food Desserts
4.3/5,1593,Koramangala 5th Block,Casual Dining,Noodles Manchow Soup Khau Suey Chilli Chicken Chaat Cheesecake Momos,Asian Malaysian Chinese Thai Momos
4.1/5,601,Koramangala 6th Block,Casual Dining,Pizza Pasta Salads Masala Chai Soya Buttermilk Burgers Chocolate Icecreams,Italian North Indian Healthy Food Desserts
4.6/5,1027,Koramangala 7th Block,Cafe Dessert Parlor,Paneer Peri Peri Pancakes Fajitas Sweet Crepe Peri Peri Chicken Chicken Breast Nutella Crepe,Cafe Desserts Continental
4.1/5,675,Koramangala 3rd Block,Casual Dining,Noodles Pinacolada Mocktails Salad Thai Green Curry Spicy Crabmeat Soup Clear Soup,Chinese Thai Asian
4.3/5,2248,Koramangala 5th Block,Casual Dining,Noodles Chicken Momo Momos Lunch Buffet Garlic Butter Noodle Crab Soup Jasmine Tea,Chinese Thai Momos
4.1/5,845,Koramangala 6th Block,Casual Dining,Neer Dosa Murgh Ghee Roast Sea Food Fish Ghee Rice Appam Prawn Ghee Roast,Seafood Mangalorean North Indian Chinese
4.0/5,960,Koramangala 7th Block,Casual Dining,Momos Noodles Thukpa Honey Chilli Potatoes Chicken Thupka Pork Chilli Crispy Honey Chicken,Tibetan Chinese Momos
4.0/5,151,Koramangala 2nd Block,Casual Dining,Breakfast Buffet Sushi Cheesecake Gulab Jamun Lunch Buffet Fish Noodles,Continental Italian North Indian Asian Bakery Chinese European Japanese
4.1/5,1959,Koramangala 6th Block,Casual Dining,Fish Sea Food Chingri Malai Curry Mutton Kasha Jumbo Ilish Chingri Malaikari Jumbo Prawns,Bengali Mughlai
4.2/5,676,Koramangala 5th Block,Casual Dining,Buttermilk Chicken Dosa Masala Dosa Filter Coffee Tea Chicken Sandwich Paneer Dosa,South Indian North Indian Chinese
4.2/5,872,Koramangala 5th Block,Cafe,Pasta Coffee Buffalo Chicken Wings Caesar Salad Cheesy Fries Mojito Salads,Cafe American Continental Italian
4.0/5,1863,Koramangala 6th Block,Casual Dining,Lassi Raita Dal Makhani Jalebi Rabri Chaach Hara Bhara Kabab Lime Soda,North Indian
4.1/5,759,Koramangala 3rd Block,Bar,Chicken Tikka Egg Chilli Masala Peanuts Beer Pepper Chicken Chilli Chicken Masala Papad,North Indian Chinese
4.1/5,222,Koramangala 5th Block,Casual Dining,Burgers Pasta Pizza Biryani Veg Burger Chicken Burger Chicken Lollipop,North Indian Chinese Fast Food Biryani
4.2/5,818,Koramangala 6th Block,Cafe,Mocktails Pizza Veg Platter Brownie Burgers Pasta Fries Basket,Cafe Continental Chinese Italian
4.0/5,1409,Koramangala 6th Block,Pub Casual Dining,Beer Burgers Sandwiches Virgin Mojito Beef Chilli Pork Chilli Chicken Nachos,Continental American Pizza BBQ
3.9/5,660,Koramangala 5th Block,Casual Dining,Momos Thukpa Dumplings Crispy Chilli Potatoes Beef Shaptak Dry Chicken Momo Fruit Beer,Chinese Tibetan North Indian
4.1/5,778,Koramangala 1st Block,Cafe,English Breakfast Waffles Chocolate Cake Frittata Chicken Lasagne Ginger Tea Burgers,Cafe Continental
4.1/5,450,Koramangala 7th Block,Casual Dining,Dal Makhani Phirni Kheer Chicken Butter Masala Murgh Lababdar Chicken Tikka Paneer Tikka,North Indian
4.1/5,1117,Koramangala 5th Block,Casual Dining,Hyderabadi Biryani Mutton Biryani Tandoori Chicken Mutton Fry Chicken Biryani Lassi Crispy Babycorn,Biryani North Indian Chinese Hyderabadi
4.4/5,325,Koramangala 5th Block,Casual Dining,Mocktails Kimchi Sushi Pork Bibimbap Ginger Tea Chicken Sizzler Salads,Korean
3.8/5,178,Koramangala 1st Block,Casual Dining,Chaat Gulab Jamun Biryani Samosa,North Indian Fast Food Street Food
4.0/5,782,Koramangala 5th Block,Casual Dining,Chicken Dum Biryani Kerala Parotta Chicken Boneless Biryani Vegetable Biryani Naan Fish Gulab Jamun,Biryani Andhra North Indian Chinese
4.0/5,859,Koramangala 5th Block,Casual Dining,Noodles Spring Roll Dragon Chicken Hunan Chicken Lung Fung Soup Prawn Chop Suey,Chinese Thai
4.2/5,1063,Koramangala 5th Block,Cafe,Coffee Burgers Pasta Sandwiches Mudcake Chicken Burger Pizza,Cafe Continental Burger
3.9/5,740,Koramangala 6th Block,Bar Casual Dining,Beer Cocktails Noodles Buffalo Wings Chilli Chicken Pizza Chicken Tikka,American Continental Finger Food
3.9/5,149,Koramangala 5th Block,Pub Bar,Pizza Mango Cheesecake Beer Mocktails Crispy Water Chestnuts Cosmopolitan Prawn,Finger Food North Indian Continental Pizza
4.1/5,85,Koramangala 6th Block,Cafe,Waffles,Cafe Desserts
4.2/5,344,Koramangala 5th Block,Casual Dining,Paneer Tikka Masala Buttermilk Lassi Soya Chaap Aloo Paratha Panneer Butter Masala Stuffed Naan,North Indian
4.0/5,1512,Koramangala 3rd Block,Cafe,Pancakes Waffles Bbq Sandwich Mushroom Ragout Big Breakfast Nutella Waffle Omelette,Cafe Continental
3.1/5,910,Koramangala 5th Block,Casual Dining,Biryani Rolls Firni Chicken Roll Mutton Pasanda Mutton Rezala Phirni,North Indian Mughlai Biryani
4.0/5,457,Koramangala 1st Block,Casual Dining,Chicken Biryani Kulcha Chicken Chatpata Panneer Butter Masala Paneer Lababdar Tandoori Chicken Shahi Paneer,North Indian
4.1/5,306,Koramangala 7th Block,Cafe,Nachos Fries Pasta Sizzler Brownie Masala Chai Pizza Burgers,Cafe Continental Mexican
3.7/5,259,Koramangala 5th Block,Casual Dining,Butter Kulcha Rolls Brownie Mutton Biryani Butter Chicken Shawarma Rumali Roti,Mughlai Fast Food
4.1/5,402,Koramangala 5th Block,Cafe Bar,Veg Burger Pork Ribs Pizza Chicken Sandwich Steak Burgers Mushroom Soup,Cafe Continental Salad Steak
4.0/5,314,Koramangala 5th Block,Casual Dining,Noodles Hunan Chicken Momos Spring Roll Wonton Soup Chicken Butter Garlic Fried Rice Chicken,Chinese Thai Momos Vietnamese
4.1/5,992,Koramangala 6th Block,Cafe,Mocktails Pasta Alfredo Nachos Veggie Pizza Chicken Steak Hot Chocolate Noodles,Cafe Continental Italian
4.0/5,797,Koramangala 7th Block,Casual Dining,Gatte Ki Subzi Rabri Dhokla Rajasthani Thali Jalebi Daal Baati Churma Aamras,North Indian
4.2/5,1703,Koramangala 5th Block,Cafe,Burgers Pasta Chocolate Mousse Potato Wedges Cup Cake Cheesy Fries Peri Peri Chicken,Cafe Italian Burger American Steak
4.1/5,1236,Koramangala 5th Block,Lounge Casual Dining,Cocktails Burgers Pasta Exotic Pizza Long Island Iced Tea Honey Chilli Potatoes Nachos,Continental American North Indian Chinese
4.1/5,893,Koramangala 3rd Block,Cafe,Mushroom Bruschettas Mocktails Blueberry Smoothie Opera Cake Beef Burger Pasta Arrabiata Burgers,Cafe Continental Burger Salad Healthy Food Italian
4.4/5,345,Koramangala 5th Block,Casual Dining Bar,Beef Steak Cocktails Mojito Paneer Ke Sholay Caramel Custard Prawn Ghee Roast Beer,Chinese Continental North Indian Burger Pizza Seafood
3.9/5,375,Koramangala 1st Block,Casual Dining,Vegetable Biryani Chicken Biryani Raita Chicken Kebab Hyderabadi Biryani Fish Biryani Paneer Biryani,Biryani
3.9/5,283,Koramangala 7th Block,Casual Dining Bar,Mutton Dhansak Steak Chips Lasagne Mashed Potato Draught Beer Beef Stroganoff,Continental Parsi Chinese North Indian Italian Steak
4.2/5,294,Koramangala 5th Block,Casual Dining,Sea Food Neer Dosa Fish Curry Chicken Thali Crab Ghee Roast Squid Ghee Roast Murgh Ghee Roast,Seafood Mangalorean Chinese
3.8/5,473,Koramangala 5th Block,Casual Dining,Pav Bhaji Panneer Butter Masala Deluxe Thali Tea Panipuri Chaat Masala Dosa,South Indian North Indian Chinese Street Food
3.9/5,1142,Koramangala 5th Block,Casual Dining,Biryani Galauti Kebab Tandoori Chicken Phirni Tundey Paratha Rolls Rumali Roti,North Indian Kebab
3.8/5,66,Koramangala 5th Block,Casual Dining,Tandoori Chicken Paratha,Arabian Kerala North Indian Chinese BBQ
4.2/5,224,Koramangala 2nd Block,Cafe,Paneer Roll Masala Chai Masala Tea Aloo Paratha Chaat Brownie Chocolate Methi Paratha,Cafe Street Food
4.0/5,1389,Koramangala 7th Block,Casual Dining,Butter Garlic Prawns Mocktails Noodles Salads Brownie Pasta Sizzler Chicken Steak,Continental Chinese Thai Italian BBQ Steak
3.9/5,455,Koramangala 6th Block,Casual Dining,Noodles Roast Pork Biryani Manchow Soup Pork Ribs Butter Garlic Prawns Crispy Honey Chilli Chicken,Chinese
4.0/5,515,Koramangala 7th Block,Casual Dining,Pork Ribs Smoked Pork Beef Pickle Pork Meat Wine Pork Momo Chilli Chicken,Chinese Naga
4.1/5,141,Koramangala 5th Block,Cafe,Salads Chicken Sandwich Spaghetti Arugula Salad Cheesecake Cheese Chilli Toast Pasta,Cafe Healthy Food Salad Beverages Desserts
3.5/5,888,Koramangala 7th Block,Casual Dining,Rolls Tandoori Murgh Masala Legendary Arsalan Firni Phirni Mutton Biryani Chicken Roll,North Indian Mughlai
3.6/5,73,Koramangala 5th Block,Casual Dining,Basanti Pulao Fish Aloo Posto Thali Daab Chingri,Bengali
3.9/5,475,Koramangala 6th Block,Casual Dining,Lassi Mutton Kosha Thali Chicken Handi Chicken Curry Buttermilk Rasgulla,Oriya
4.2/5,270,Koramangala 6th Block,Pub Casual Dining,Cocktails Dessert Pizza Nachos Beef Chilli Long Island Iced Tea Beer Salsa,Continental Pizza Burger
3.9/5,1389,Koramangala 5th Block,Lounge,Nachos Pasta Cocktails Khamiri Roti Beer Lamb Burgers,Continental North Indian
3.9/5,484,Koramangala 5th Block,Casual Dining,Chicken Chettinad Donne Biryani Chicken Guntur Veg Thali Gobi Tikka Mutton Chops Chicken Curry,North Indian South Indian Chinese Biryani
